data/webspam-test/yopytkbdtizzxzqg.x;1
data/webspam-test/xrvagjephpchquvm.x;1
data/webspam-test/mxjbzuzbfsyzpxdl.x;1
data/webspam-test/qpnimhpjkifytcaf.x;1
data/webspam-test/vmkjpnllfgruprsj.x;0
data/webspam-test/pkoagsmzwnatemfg.x;0
data/webspam-test/proqjszkvgwmytbm.x;0
data/webspam-test/oiclnibeqjcldfbm.x;0
data/webspam-test/atrxucwtactujxnw.x;0
data/webspam-test/vbujauoneclgmooo.x;0
data/webspam-test/qnyewsibbtpvzbtc.x;0
data/webspam-test/abkjrqvtovjegroo.x;0
data/webspam-test/mulnmejyiwqbnthb.x;0
data/webspam-test/awlgpbzhyhnfbtop.x;1
data/webspam-test/meptldcorsdvzvpk.x;0
data/webspam-test/lnweukieqcgsdlfe.x;0
data/webspam-test/monsoxzovjxqjelo.x;0
data/webspam-test/ykoiolsiqbhjjzvd.x;0
data/webspam-test/qwqkusehnzfqnmkf.x;0
data/webspam-test/rvibfhzpwpflaurc.x;0
data/webspam-test/khkrklovlojlmzfx.x;0
data/webspam-test/dnlcjjxqfzpnrono.x;0
data/webspam-test/ctidvgfwvnxadyjn.x;1
data/webspam-test/mocrryrsrppvykjy.x;0
data/webspam-test/nfpiqaakpmaumoxr.x;0
data/webspam-test/vjhzaswktmwpiskc.x;0
data/webspam-test/eqypfqgrafvbiocc.x;0
data/webspam-test/xbpcweodypweqsfa.x;0
data/webspam-test/cycqfsurmnbiebez.x;0
data/webspam-test/jzihtdafjgxbyivw.x;0
data/webspam-test/oijvfemunvhlmdgq.x;0
data/webspam-test/uwmklirielmewach.x;0
data/webspam-test/aazvcbingosaulef.x;0
data/webspam-test/vyfiqzyajpfskfjh.x;0
data/webspam-test/rsenhfvbujfwfpri.x;0
data/webspam-test/dqqhuevhddrteapa.x;0
data/webspam-test/xwmdfvrkwwvzuxxm.x;0
data/webspam-test/azfvfnjviqhrsonl.x;0
data/webspam-test/ohiwqyyvlqicjpcp.x;0
data/webspam-test/ohmoiusojlfprdhn.x;0
data/webspam-test/uawltmiosqqmilka.x;0
data/webspam-test/egcwzpliqhqmgfof.x;0
data/webspam-test/civsazkgdufcckrj.x;0
data/webspam-test/fxibltklchplxzkx.x;0
data/webspam-test/pknggciscwnqaeub.x;0
data/webspam-test/itzxhrudwwxjtnwc.x;1
data/webspam-test/ymxxzihxzigukybb.x;0
data/webspam-test/swzkjmwisjncogyu.x;0
data/webspam-test/zkncsnyfwukribal.x;0
data/webspam-test/vmysjtxulpknhdlc.x;0
data/webspam-test/hbglugqywvsiuhal.x;0
data/webspam-test/kpmflsvgsbcwlpzs.x;0
data/webspam-test/grppwaujeocgxcsy.x;0
data/webspam-test/zksecooxefwtoqzl.x;0
data/webspam-test/sdtxilmnavxpdtck.x;0
data/webspam-test/lghanzanoysijtsq.x;0
data/webspam-test/ldjsuboxzlcqvkbb.x;0
data/webspam-test/cvwdkubhzbdohfsg.x;0
data/webspam-test/wkkpcdsapplwxdbd.x;0
data/webspam-test/myqnljkfnxcnpoxv.x;0
data/webspam-test/ogxfgxsaahsmspjg.x;0
data/webspam-test/omncinoqmpqziuwf.x;0
data/webspam-test/sdazyeivwhrthimp.x;0
data/webspam-test/osmqjgdlsyedoioy.x;0
data/webspam-test/sjyifsjvlrmsagrv.x;0
data/webspam-test/uxqrvcypjjvqwosj.x;1
data/webspam-test/spvipcioadtfknca.x;1
data/webspam-test/oxrodcskfomwedni.x;0
data/webspam-test/jcnknpyqewmjfdwq.x;0
data/webspam-test/juxtgkksemfjkoui.x;1
data/webspam-test/krnggjdwxeornglp.x;0
data/webspam-test/mnkswonnlzcnxddp.x;1
data/webspam-test/pbiswuzrpzgssucp.x;0
data/webspam-test/bauwipzkmpsatvis.x;0
data/webspam-test/uvfigvloopgvynmr.x;0
data/webspam-test/ncmrnwjgyrsanrvv.x;1
data/webspam-test/znivosfkmsymfasg.x;0
data/webspam-test/ngxiealwareizvsm.x;0
data/webspam-test/ocvfqjtmzwnhrqfd.x;0
data/webspam-test/syccyiypetlyxekv.x;0
data/webspam-test/cdwfgaixwarfbqiu.x;0
data/webspam-test/pxioualbshycfdvy.x;0
data/webspam-test/nwdwwcfegqrrfadc.x;0
data/webspam-test/smcrnnjigrnkydpb.x;0
data/webspam-test/bddtdgccgjenubzo.x;0
data/webspam-test/ziixpiamabbowuop.x;0
data/webspam-test/pkiwpthjjwlgaekg.x;1
data/webspam-test/eohacyiaxtdbqdvc.x;0
data/webspam-test/dqufhhrkulvadzen.x;0
data/webspam-test/nvfrrhfobcbmevun.x;0
data/webspam-test/uunoblloovdzizyv.x;0
data/webspam-test/ebrrburossgmyyeo.x;0
data/webspam-test/qdlearzhrlmunnxx.x;0
data/webspam-test/ehuhcujmmloqirad.x;0
data/webspam-test/sctdnqltmwrwlqls.x;0
data/webspam-test/nihwgcejjyzmfkes.x;0
data/webspam-test/shvimokbksyrogph.x;0
data/webspam-test/mqvjjbcitinylech.x;0
data/webspam-test/eoeklopptrzfijda.x;0
data/webspam-test/elqhfkseisytiqhq.x;0
data/webspam-test/tlnrhsqjjzlbgkkf.x;0
data/webspam-test/hfzobrxxshzktrgz.x;0
data/webspam-test/blyqrxbpqvradrwu.x;0
data/webspam-test/xxhdzeypqmerfmvh.x;0
data/webspam-test/flwuyxazwlgejsap.x;0
data/webspam-test/jqloxfjlvimvycyd.x;1
data/webspam-test/tdmljnzcmxfiflfo.x;0
data/webspam-test/lfatwvcjjsqwwwkh.x;0
data/webspam-test/jeygmqdomoqgdxsz.x;1
data/webspam-test/uqmyygkonhmtlglr.x;0
data/webspam-test/vuumrmzdgnekxoti.x;0
data/webspam-test/szleidirudqbmxas.x;0
data/webspam-test/bdtffddokulvltpz.x;1
data/webspam-test/sweplmgbmkdjwnsm.x;0
data/webspam-test/dekoanayswovsobn.x;0
data/webspam-test/kjvhdqjcrnnkcfoe.x;0
data/webspam-test/nzbvwyybbufeelmh.x;0
data/webspam-test/iflkravppxlzsgtv.x;0
data/webspam-test/rkpndxoocfwvnmis.x;1
data/webspam-test/rarcdniqxdqgpjks.x;0
data/webspam-test/ezaprtjvqewjlhop.x;0
data/webspam-test/xdqffnkvevbzyauo.x;0
data/webspam-test/zhuytalkionhfwmh.x;0
data/webspam-test/ssotgdshkeobxaja.x;1
data/webspam-test/qcqfopkuyyasbdtk.x;0
data/webspam-test/dcpgtopqngvkmxqp.x;0
data/webspam-test/wulpsrqtxyooabfd.x;0
data/webspam-test/zblctzoarkwxskfc.x;0
data/webspam-test/ozaxslvkihrptfdi.x;0
data/webspam-test/yviyrwtsshdpozyb.x;1
data/webspam-test/hnpwztwczsxiuude.x;0
data/webspam-test/hpjyansbslqxwmii.x;0
data/webspam-test/vfhooxkebpmyllym.x;0
data/webspam-test/uupzxbvdhrnwlsyc.x;0
data/webspam-test/gpefebwacjwuwone.x;0
data/webspam-test/pfylomgrhasqfyzt.x;1
data/webspam-test/uzcaoalfvbougfmm.x;0
data/webspam-test/elgbifyyecnwbwsl.x;1
data/webspam-test/axsfaavumboapdwp.x;0
data/webspam-test/tlzwifkmlcciuipg.x;1
data/webspam-test/evyfzloskuaerupm.x;1
data/webspam-test/pgsxcuigvrkngybm.x;0
data/webspam-test/sbtjaizcuyxzmsub.x;0
data/webspam-test/hjmwirpthfhfgoey.x;1
data/webspam-test/cjgfvbztagpstgki.x;0
data/webspam-test/ahaxfajccjrqafit.x;1
data/webspam-test/kpfdebwkchjueiuc.x;0
data/webspam-test/wkujsjbokdgxrmlm.x;1
data/webspam-test/giyundvnmwelymzh.x;0
